None	None
(112,46)	(112,45)
(113,46)	(113,45)
(114,46)	(114,45)
(115,46)	(115,45)
(116,46)	(116,45)
(117,46)	(117,47)
(118,46)	(118,47)
(119,46)	(119,47)
(120,46)	(120,47)
(121,46)	(121,47)
(122,48)	(122,47)
(123,48)	(123,47)
(124,48)	(124,47)
(125,48)	(125,47)
(126,48)	(126,47)
(127,48)	(127,47)
(128,48)	(128,49)
(129,48)	(129,49)
(130,48)	(130,49)
(131,48)	(131,49)
(132,48)	(132,49)
(133,48)	(133,49)
(134,50)	(134,49)
(135,50)	(135,49)
(136,50)	(136,49)
(137,50)	(137,49)
(138,50)	(138,49)
(139,50)	(139,49)
(140,50)	(140,51)
(141,50)	(141,51)
(142,50)	(142,51)
(143,50)	(143,51)
(144,50)	(144,51)
(145,50)	(145,51)
(146,52)	(146,51)
(147,52)	(147,51)
(148,52)	(148,51)
(149,52)	(149,51)
(150,52)	(150,51)
(151,52)	(151,51)
(152,52)	(152,51)
(153,52)	(153,53)
(154,52)	(154,53)
(155,52)	(155,53)
(156,52)	(156,53)
(157,52)	(157,53)
(158,52)	(158,53)
(159,52)	(159,53)
(160,54)	(160,53)
(161,54)	(161,53)
(162,54)	(162,53)
(163,54)	(163,53)
(164,54)	(164,53)
(165,54)	(165,53)
(166,54)	(166,53)
(167,54)	(167,55)
(168,54)	(168,55)
(169,54)	(169,55)
(170,54)	(170,55)
(171,54)	(171,55)
(172,54)	(172,55)
(173,54)	(173,55)
(174,56)	(174,55)
(175,56)	(175,55)
(176,56)	(176,55)
(177,56)	(177,55)
(178,56)	(178,55)
(179,56)	(179,55)
(180,56)	(180,55)
(181,56)	(181,55)
(182,56)	(182,57)
(183,56)	(183,57)
(184,56)	(184,57)
(185,56)	(185,57)
(186,56)	(186,57)
(187,56)	(187,57)
(188,56)	(188,57)
(189,56)	(189,57)
(190,58)	(190,57)
(191,58)	(191,57)
(192,58)	(192,57)
(193,58)	(193,57)
(194,58)	(194,57)
(195,58)	(195,57)
(196,58)	(196,57)
(197,58)	(197,57)
(198,58)	(198,57)
(199,58)	(199,59)
(200,58)	(200,59)
(201,58)	(201,59)
(202,58)	(202,59)
(203,58)	(203,59)
(204,58)	(204,59)
(205,58)	(205,59)
(206,58)	(206,59)
(207,60)	(207,59)
(208,60)	(208,59)
(209,60)	(209,59)
(210,60)	(210,59)
(211,60)	(211,59)
(212,60)	(212,59)
(213,60)	(213,59)
(214,60)	(214,59)
(215,60)	(215,59)
(216,60)	(216,59)
(217,60)	(217,61)
(218,60)	(218,61)
(219,60)	(219,61)
(220,60)	(220,61)
(221,60)	(221,61)
(222,60)	(222,61)
(223,60)	(223,61)
(224,60)	(224,61)
(225,60)	(225,61)
(226,62)	(226,61)
(227,62)	(227,61)
(228,62)	(228,61)
(229,62)	(229,61)
(230,62)	(230,61)
(231,62)	(231,61)
(232,62)	(232,61)
(233,62)	(233,61)
(234,62)	(234,61)
(235,62)	(235,61)
(236,62)	(236,63)
(237,62)	(237,63)
(238,62)	(238,63)
(239,62)	(239,63)
(240,62)	(240,63)
(241,62)	(241,63)
(242,62)	(242,63)
(243,62)	(243,63)
(244,62)	(244,63)
(245,62)	(245,63)
None	(246,63)
None	(247,63)
None	(248,63)
None	(249,63)
None	(250,63)
None	(251,63)
None	(252,63)
None	(253,63)
None	(254,63)
None	(255,63)
None	None
